client_id,client_name,client_segment,client_region,industry_vertical,platform,am_id,tenure_months,contract_type,arr_sek,nps_score_proxy,last_qbr_date,renewal_date,churned
CLT0367,GlobalGroup AS,SMB,DACH,Retail & E-commerce,Sinch Engage,AM013,18,Monthly,59897,8.6,2026-03-09,2026-12-01,True
CLT0368,DigitalHealth SAS,SMB,UK & Ireland,Retail & E-commerce,MessageMedia,AM006,12,Monthly,79756,5.5,2026-01-08,2027-04-30,True
CLT0369,FlexCommerce Oy,SMB,LATAM,Gaming & Entertainment,Sinch Engage,AM008,13,Monthly,38843,7.5,2026-04-20,2026-12-31,False
CLT0370,SmartGroup GmbH,Mid-Market,North America,Gaming & Entertainment,Sinch Core,AM003,33,Annual,338051,5.2,2026-05-28,2026-10-02,False
CLT0371,OpenConnect Ltd,Mid-Market,UK & Ireland,Retail & E-commerce,MessageMedia,AM002,17,Annual,433162,6.1,2026-04-21,2027-04-30,False
CLT0372,GlobalCommerce Oy,Enterprise,UK & Ireland,Technology & SaaS,MailerSend,AM014,50,Annual,5966210,8.5,2026-04-06,2027-04-30,False
CLT0373,SmartAI SAS,Mid-Market,Southern Europe,Retail & E-commerce,Sinch Core,AM010,33,Annual,151144,7.2,2026-04-25,2027-04-30,False
CLT0374,PrimeConnect SAS,Mid-Market,Southern Europe,Logistics,MailerSend,AM006,30,Multi-year,275881,7.7,2026-06-02,2026-09-02,False
CLT0375,CloudPay AB,Mid-Market,Nordics,Technology & SaaS,MailerSend,AM001,12,Multi-year,243761,6.7,2026-02-12,2027-01-30,False
CLT0376,SmartGroup Ltd,SMB,Nordics,Gaming & Entertainment,Sinch Engage,AM013,4,Annual,46240,6.2,2026-04-02,2027-05-30,True
CLT0377,CloudGroup Ltd,SMB,Nordics,Fintech,MessageMedia,AM013,2,Monthly,93479,6.2,2026-01-17,2026-11-01,False
CLT0378,DigitalHealth BV,Mid-Market,DACH,Technology & SaaS,MailerSend,AM009,24,Monthly,537297,7.2,2026-04-04,2027-03-01,False
CLT0379,PrimeGroup BV,Mid-Market,DACH,Retail & E-commerce,Sinch Core,AM009,15,Annual,116087,7.1,2026-03-28,2026-07-04,False
CLT0380,RapidLogistics Inc,SMB,LATAM,Retail & E-commerce,Sinch Engage,AM012,10,Annual,108075,6.3,2026-02-19,2027-03-01,True
CLT0381,OpenAI SAS,Mid-Market,Southern Europe,Fintech,Sinch Engage,AM002,32,Annual,417715,7.1,2026-05-05,2027-03-01,False
CLT0382,FlexSystems BV,SMB,LATAM,Retail & E-commerce,Sinch Engage,AM004,9,Annual,81532,6.2,2026-05-07,2027-04-30,False
CLT0383,SmartCommerce BV,Mid-Market,DACH,Retail & E-commerce,Sinch Engage,AM001,16,Multi-year,121184,7.3,2026-05-22,2026-11-01,False
CLT0384,TechGroup AB,Mid-Market,DACH,Logistics,Sinch Engage,AM013,6,Annual,340838,7.1,2026-02-22,2027-01-30,False
CLT0385,NordHealth Inc,SMB,DACH,Retail & E-commerce,MailerSend,AM013,2,Annual,60424,5.7,2026-04-01,2026-12-31,False
CLT0386,RapidLabs SAS,SMB,DACH,Retail & E-commerce,Sinch Engage,AM001,24,Monthly,26831,5.9,2026-04-12,2027-01-30,False
CLT0387,NordLabs Inc,Enterprise,APAC,Technology & SaaS,Sinch Core,AM008,20,Annual,6330799,6.5,2026-05-10,2026-12-01,True
CLT0388,NordSystems BV,Enterprise,Southern Europe,Technology & SaaS,Sinch Engage,AM002,38,Multi-year,814316,9.5,2026-05-04,2026-07-04,False
CLT0389,NordPay Oy,Enterprise,LATAM,Logistics,Sinch Engage,AM004,23,Annual,2457111,6.9,2026-04-22,2027-04-30,False
CLT0390,FlexAI Inc,SMB,LATAM,Logistics,MailerSend,AM008,4,Monthly,34667,5.6,2025-12-21,2026-12-01,False
CLT0391,PrimeGroup Inc,Mid-Market,APAC,Fintech,Sinch Core,AM012,10,Annual,324011,7.6,2026-04-28,2027-03-01,False
CLT0392,SmartSolutions Oy,Mid-Market,UK & Ireland,Healthcare,MessageMedia,AM002,29,Annual,414687,6.2,2026-04-08,2026-11-01,False
CLT0393,DigitalBank GmbH,Mid-Market,North America,Healthcare,Sinch Engage,AM011,18,Monthly,581576,5.7,2026-02-25,2027-03-31,False
CLT0394,EuroHealth GmbH,Mid-Market,Southern Europe,Logistics,MailerSend,AM010,12,Annual,356024,6.6,2026-03-14,2026-12-01,False
CLT0395,RapidLabs BV,SMB,DACH,Fintech,Sinch Core,AM005,2,Annual,65080,7.0,2026-01-09,2027-04-30,False
CLT0396,FlexHealth BV,Mid-Market,UK & Ireland,Healthcare,Sinch Engage,AM002,7,Monthly,350490,6.9,2026-05-09,2027-04-30,False
CLT0397,EuroConnect GmbH,Enterprise,North America,Gaming & Entertainment,Sinch Core,AM011,44,Multi-year,3056576,10.0,2026-05-26,2026-11-01,False
CLT0398,TechLabs BV,Enterprise,Southern Europe,Fintech,Sinch Engage,AM014,30,Annual,2968004,8.5,2026-03-15,2027-03-31,False
CLT0399,TechBank Oy,Mid-Market,Nordics,Logistics,MailerSend,AM005,11,Annual,184850,6.0,2026-03-20,2027-01-30,False
CLT0400,PrimeRetail Oy,Mid-Market,APAC,Gaming & Entertainment,MessageMedia,AM012,19,Annual,408478,7.2,2026-04-17,2027-03-01,False
CLT0401,NordRetail Inc,Mid-Market,Southern Europe,Technology & SaaS,Sinch Core,AM002,6,Annual,625036,5.6,2026-02-11,2026-11-01,True
CLT0402,GlobalRetail Oy,Mid-Market,LATAM,Retail & E-commerce,MessageMedia,AM004,32,Multi-year,507772,7.8,2026-04-20,2026-09-02,False
CLT0403,FlexAI GmbH,Enterprise,UK & Ireland,Technology & SaaS,MailerSend,AM002,37,Annual,1652242,7.7,2026-04-04,2026-09-02,False
CLT0404,RapidLogistics GmbH,Mid-Market,APAC,Healthcare,MailerSend,AM004,31,Monthly,482565,7.7,2026-04-23,2026-12-01,True
CLT0405,OpenCommerce Oy,Enterprise,APAC,Technology & SaaS,MailerSend,AM008,56,Annual,774693,9.7,2026-04-25,2027-03-01,False
CLT0406,GlobalBank GmbH,Enterprise,Nordics,Healthcare,Sinch Core,AM013,43,Multi-year,5085718,9.5,2026-04-15,2026-09-02,False
CLT0407,GlobalGroup Inc,Mid-Market,North America,Healthcare,Sinch Core,AM011,18,Annual,285186,7.0,2026-03-07,2026-09-02,False
CLT0408,FastSystems GmbH,Mid-Market,DACH,Healthcare,Sinch Engage,AM001,23,Annual,507550,7.8,2026-04-10,2026-12-01,False
CLT0409,OpenGroup Ltd,Mid-Market,UK & Ireland,Fintech,MessageMedia,AM002,17,Monthly,279819,6.8,2026-05-14,2026-12-01,False
CLT0410,GlobalRetail AB,SMB,DACH,Retail & E-commerce,Sinch Engage,AM001,7,Monthly,75896,6.5,2026-04-03,2027-03-31,False
CLT0411,CloudSolutions SAS,SMB,UK & Ireland,Retail & E-commerce,Sinch Core,AM006,15,Monthly,89934,5.2,2026-04-11,2026-10-02,False
CLT0412,DigitalAI SAS,Mid-Market,DACH,Healthcare,Sinch Core,AM001,28,Annual,559617,6.6,2026-05-28,2026-11-01,False
CLT0413,RapidConnect AS,Mid-Market,Nordics,Fintech,MessageMedia,AM001,8,Multi-year,425265,7.4,2026-02-13,2027-04-30,False
CLT0414,PrimePay AB,Mid-Market,UK & Ireland,Healthcare,Sinch Core,AM006,21,Annual,495666,5.7,2026-04-07,2027-03-01,False
CLT0415,SmartConnect SAS,Mid-Market,UK & Ireland,Retail & E-commerce,Sinch Engage,AM010,21,Annual,336879,7.2,2026-04-20,2027-04-30,False
CLT0416,GlobalHealth AS,SMB,Southern Europe,Gaming & Entertainment,MessageMedia,AM006,1,Annual,78826,6.4,2026-02-24,2027-04-30,True
CLT0417,OpenBank BV,Mid-Market,LATAM,Healthcare,Sinch Engage,AM004,26,Annual,551922,7.7,2026-04-11,2026-11-01,True
CLT0418,OpenCommerce Oy,Enterprise,DACH,Healthcare,Sinch Engage,AM005,55,Multi-year,2636521,7.2,2026-05-17,2027-04-30,False
CLT0419,RapidRetail BV,Mid-Market,APAC,Fintech,MessageMedia,AM012,9,Multi-year,275154,5.6,2026-04-25,2026-12-31,False
CLT0420,OpenRetail Inc,SMB,APAC,Logistics,Sinch Engage,AM004,24,Annual,53092,7.4,2026-05-29,2027-03-31,False
CLT0421,RapidGroup BV,Enterprise,Nordics,Healthcare,MailerSend,AM013,40,Annual,1400025,8.3,2026-04-18,2026-09-02,False
CLT0422,EuroCommerce BV,Enterprise,Nordics,Fintech,MessageMedia,AM005,44,Annual,876327,8.0,2026-05-10,2026-10-02,False
CLT0423,RapidAI Oy,Mid-Market,UK & Ireland,Technology & SaaS,Sinch Engage,AM014,33,Monthly,441850,6.1,2026-03-19,2027-05-30,False
CLT0424,CloudSolutions AS,SMB,North America,Retail & E-commerce,Sinch Core,AM007,20,Monthly,99302,6.2,2026-05-25,2026-10-02,False
CLT0425,FlexCommerce AS,Enterprise,Southern Europe,Technology & SaaS,Sinch Engage,AM014,51,Multi-year,1187576,7.5,2026-04-27,2026-11-01,False
CLT0426,OpenAI Ltd,SMB,APAC,Retail & E-commerce,MailerSend,AM004,17,Monthly,42507,7.2,2026-05-07,2026-09-02,False
CLT0427,PrimeCommerce GmbH,Mid-Market,Nordics,Retail & E-commerce,Sinch Engage,AM001,11,Annual,371644,5.9,2026-03-08,2027-04-30,False
CLT0428,TechSystems Ltd,Mid-Market,APAC,Fintech,MailerSend,AM008,17,Annual,202615,6.9,2026-05-30,2026-09-02,False
CLT0429,FastCommerce GmbH,Enterprise,LATAM,Fintech,MessageMedia,AM012,21,Annual,5627588,8.5,2026-04-08,2026-11-01,False
CLT0430,OpenGroup Inc,SMB,Nordics,Technology & SaaS,Sinch Core,AM013,20,Monthly,69127,7.0,2026-01-16,2026-07-04,False
CLT0431,FastSolutions Inc,SMB,Southern Europe,Retail & E-commerce,Sinch Core,AM006,14,Monthly,85708,6.1,2026-03-25,2027-03-31,False
CLT0432,TechHealth AB,Enterprise,APAC,Fintech,Sinch Engage,AM012,40,Annual,1131253,8.7,2026-03-19,2026-11-01,False
CLT0433,TechBank AS,SMB,DACH,Fintech,Sinch Engage,AM009,22,Monthly,80183,7.2,2026-05-12,2026-11-01,False
CLT0434,CloudLogistics Inc,SMB,LATAM,Gaming & Entertainment,MessageMedia,AM004,18,Annual,24232,6.6,2026-03-26,2026-12-01,True
CLT0435,SmartSolutions Oy,Mid-Market,Nordics,Logistics,Sinch Core,AM009,24,Annual,458457,7.6,2026-02-16,2026-12-01,False
CLT0436,SmartConnect AB,Mid-Market,Southern Europe,Technology & SaaS,MailerSend,AM006,22,Monthly,626992,7.0,2026-05-06,2027-05-30,False
CLT0437,FastConnect AB,Mid-Market,LATAM,Fintech,Sinch Engage,AM008,9,Multi-year,681303,7.9,2026-04-21,2027-03-01,False
CLT0438,RapidAI AB,SMB,UK & Ireland,Logistics,MessageMedia,AM002,3,Annual,57323,6.2,2026-03-11,2026-12-01,False
CLT0439,FastGroup Oy,Mid-Market,LATAM,Gaming & Entertainment,MailerSend,AM004,16,Annual,384683,5.9,2026-04-04,2026-09-02,False
CLT0440,FastBank Oy,SMB,APAC,Healthcare,MessageMedia,AM012,2,Monthly,105957,6.6,2026-04-12,2027-03-31,True
CLT0441,EuroRetail Oy,Enterprise,LATAM,Fintech,MailerSend,AM012,19,Annual,4683022,7.0,2026-05-12,2027-03-31,False
CLT0442,EuroBank AB,Mid-Market,Nordics,Logistics,MessageMedia,AM009,21,Annual,213362,8.2,2026-04-27,2026-09-02,False
CLT0443,CloudRetail Oy,SMB,Southern Europe,Gaming & Entertainment,MailerSend,AM006,17,Annual,19777,6.8,2026-02-01,2027-05-30,True
CLT0444,NordRetail AB,SMB,LATAM,Fintech,Sinch Engage,AM008,17,Annual,52353,4.9,2026-01-22,2026-08-03,False
CLT0445,FastConnect Oy,Mid-Market,Nordics,Logistics,Sinch Core,AM009,16,Multi-year,327538,7.8,2026-02-27,2026-11-01,False
CLT0446,OpenSolutions GmbH,Mid-Market,North America,Retail & E-commerce,Sinch Core,AM003,16,Multi-year,364398,7.3,2026-05-21,2026-07-04,False
CLT0447,CloudGroup AB,Mid-Market,UK & Ireland,Retail & E-commerce,MessageMedia,AM006,14,Multi-year,191637,7.6,2026-03-18,2026-12-01,False
CLT0448,OpenSystems BV,Mid-Market,APAC,Fintech,MailerSend,AM004,7,Annual,217750,7.0,2026-05-13,2027-05-30,False
CLT0449,FlexHealth BV,Mid-Market,LATAM,Logistics,Sinch Core,AM012,12,Multi-year,450075,8.0,2026-02-20,2027-05-30,False
CLT0450,TechLogistics Ltd,Mid-Market,LATAM,Retail & E-commerce,Sinch Engage,AM004,20,Monthly,381371,6.6,2026-03-18,2026-11-01,False
CLT0451,FlexCommerce SAS,SMB,LATAM,Logistics,MailerSend,AM004,11,Monthly,75441,7.1,2026-03-07,2027-01-30,False
CLT0452,CloudGroup AS,SMB,DACH,Gaming & Entertainment,MailerSend,AM009,17,Monthly,28467,6.7,2026-05-17,2026-11-01,False
CLT0453,RapidLogistics Oy,Enterprise,DACH,Healthcare,MailerSend,AM001,53,Multi-year,2200749,7.0,2026-03-08,2027-03-31,False
CLT0454,EuroGroup Ltd,Enterprise,APAC,Healthcare,MailerSend,AM012,60,Annual,1384110,7.1,2026-04-24,2027-03-01,False
CLT0455,DigitalCommerce AB,Mid-Market,North America,Retail & E-commerce,MailerSend,AM007,9,Annual,505343,6.7,2026-05-28,2026-08-03,False
CLT0456,OpenLabs SAS,SMB,Southern Europe,Gaming & Entertainment,MailerSend,AM006,18,Annual,49475,5.9,2026-03-15,2026-11-01,False
CLT0457,CloudPay AB,SMB,APAC,Technology & SaaS,Sinch Core,AM004,12,Monthly,41213,4.9,2026-05-20,2026-12-01,False
CLT0458,TechAI AS,SMB,UK & Ireland,Logistics,Sinch Core,AM014,4,Monthly,54139,5.3,2026-02-24,2027-04-30,False
CLT0459,RapidCommerce SAS,Mid-Market,DACH,Retail & E-commerce,MailerSend,AM005,27,Annual,210007,7.1,2026-02-17,2026-12-01,False
CLT0460,GlobalLabs AS,Mid-Market,DACH,Technology & SaaS,Sinch Core,AM013,6,Annual,178899,6.2,2026-05-18,2026-08-03,False
CLT0461,TechConnect Ltd,SMB,APAC,Technology & SaaS,Sinch Engage,AM012,20,Annual,98536,8.4,2026-02-09,2026-12-31,False
CLT0462,FlexAI Oy,Enterprise,Southern Europe,Retail & E-commerce,MessageMedia,AM010,33,Multi-year,5179686,7.5,2026-05-31,2027-03-31,False
CLT0463,EuroConnect BV,Mid-Market,APAC,Fintech,MessageMedia,AM012,8,Multi-year,244291,7.9,2026-02-11,2027-03-31,False
CLT0464,FlexSolutions BV,SMB,APAC,Logistics,MessageMedia,AM008,3,Monthly,86139,7.5,2026-06-02,2027-01-30,False
CLT0465,SmartAI SAS,Mid-Market,UK & Ireland,Healthcare,MessageMedia,AM002,36,Annual,305356,7.0,2026-03-20,2027-05-30,False
CLT0466,EuroRetail SAS,Mid-Market,DACH,Fintech,MessageMedia,AM009,24,Annual,177888,6.7,2026-05-19,2027-03-01,False
CLT0467,TechCommerce SAS,Enterprise,LATAM,Fintech,Sinch Core,AM012,34,Annual,866800,7.7,2026-03-12,2027-01-30,False
CLT0468,FlexLogistics AS,Mid-Market,DACH,Gaming & Entertainment,Sinch Core,AM001,31,Monthly,320027,7.2,2026-03-20,2026-09-02,False
CLT0469,NordCommerce BV,Mid-Market,APAC,Retail & E-commerce,MessageMedia,AM012,11,Annual,231603,6.7,2026-02-20,2026-08-03,False
CLT0470,GlobalSolutions AS,Mid-Market,APAC,Retail & E-commerce,Sinch Engage,AM012,36,Annual,543936,6.5,2026-04-05,2026-11-01,False
CLT0471,FastRetail Oy,SMB,Southern Europe,Fintech,Sinch Core,AM010,13,Monthly,85927,6.7,2026-02-14,2027-03-31,False
CLT0472,CloudBank Ltd,SMB,UK & Ireland,Retail & E-commerce,MailerSend,AM006,21,Monthly,106225,6.2,2026-01-05,2026-10-02,False
CLT0473,PrimeRetail SAS,Enterprise,Nordics,Retail & E-commerce,MailerSend,AM001,22,Annual,660372,9.8,2026-04-21,2026-10-02,False
CLT0474,FastLabs Ltd,Enterprise,Nordics,Fintech,Sinch Core,AM001,21,Annual,3246399,8.6,2026-05-19,2026-12-31,False
CLT0475,TechRetail Ltd,Mid-Market,UK & Ireland,Technology & SaaS,Sinch Core,AM010,15,Monthly,448264,6.8,2026-03-08,2027-04-30,True
CLT0476,FlexHealth BV,Mid-Market,Nordics,Gaming & Entertainment,MessageMedia,AM009,18,Monthly,258173,7.6,2026-05-02,2026-09-02,False
CLT0477,FlexAI SAS,Enterprise,Southern Europe,Technology & SaaS,Sinch Core,AM014,29,Multi-year,6015977,8.4,2026-03-14,2026-08-03,False
CLT0478,FastLogistics SAS,Enterprise,North America,Fintech,Sinch Core,AM003,34,Annual,5936460,8.9,2026-06-04,2026-07-04,False
CLT0479,DigitalPay AS,Enterprise,Southern Europe,Fintech,MailerSend,AM014,54,Multi-year,743496,7.0,2026-05-27,2027-03-01,False
CLT0480,EuroBank Oy,SMB,Southern Europe,Technology & SaaS,MessageMedia,AM010,4,Annual,122653,5.3,2025-12-25,2027-04-30,True
CLT0481,DigitalRetail AS,Mid-Market,LATAM,Fintech,Sinch Engage,AM012,15,Multi-year,615480,6.4,2026-04-16,2027-04-30,False
CLT0482,OpenConnect BV,Mid-Market,UK & Ireland,Technology & SaaS,MailerSend,AM006,21,Multi-year,187839,7.1,2026-06-01,2027-05-30,False
CLT0483,NordLogistics GmbH,SMB,APAC,Retail & E-commerce,MailerSend,AM004,10,Annual,94043,3.6,2026-03-10,2027-05-30,False
CLT0484,FastPay BV,SMB,North America,Retail & E-commerce,Sinch Engage,AM003,15,Multi-year,99360,5.8,2026-04-29,2027-01-30,False
CLT0485,EuroGroup Ltd,Mid-Market,DACH,Technology & SaaS,Sinch Engage,AM005,28,Annual,572195,8.3,2026-02-09,2026-11-01,False
CLT0486,PrimeLabs AS,Enterprise,LATAM,Gaming & Entertainment,MailerSend,AM004,24,Annual,1239136,7.0,2026-04-11,2026-12-01,False
CLT0487,EuroRetail Ltd,SMB,North America,Retail & E-commerce,MessageMedia,AM003,18,Monthly,41800,6.7,2026-03-11,2026-08-03,False
CLT0488,OpenLogistics Ltd,Mid-Market,UK & Ireland,Gaming & Entertainment,MailerSend,AM002,23,Multi-year,158533,7.4,2026-02-23,2027-04-30,False
CLT0489,PrimeCommerce Inc,Mid-Market,Nordics,Fintech,Sinch Core,AM013,6,Annual,271689,7.2,2026-02-23,2027-01-30,False
CLT0490,FastRetail Oy,Enterprise,Southern Europe,Fintech,Sinch Engage,AM006,44,Annual,3509807,8.8,2026-03-18,2026-08-03,False
CLT0491,DigitalRetail AB,Mid-Market,DACH,Retail & E-commerce,Sinch Core,AM005,9,Annual,415773,7.8,2026-03-16,2027-04-30,False
CLT0492,FastBank SAS,Mid-Market,APAC,Fintech,MailerSend,AM004,33,Annual,488219,8.6,2026-05-30,2026-07-04,False
CLT0493,GlobalCommerce AB,Mid-Market,North America,Retail & E-commerce,MailerSend,AM003,31,Annual,547386,7.0,2026-02-06,2027-03-01,False
CLT0494,DigitalHealth Inc,Enterprise,DACH,Healthcare,MailerSend,AM009,46,Multi-year,3881343,7.6,2026-05-21,2026-12-01,False
CLT0495,OpenGroup Ltd,SMB,Southern Europe,Logistics,MailerSend,AM002,8,Monthly,28155,6.7,2026-04-28,2026-10-02,True
CLT0496,NordRetail Ltd,Enterprise,APAC,Retail & E-commerce,MessageMedia,AM008,30,Multi-year,3858879,8.3,2026-03-08,2027-03-31,False
CLT0497,OpenCommerce Inc,Mid-Market,Southern Europe,Fintech,MessageMedia,AM010,11,Annual,698090,7.6,2026-02-23,2027-04-30,True
CLT0498,DigitalConnect Oy,SMB,Southern Europe,Fintech,MailerSend,AM010,7,Multi-year,136554,5.1,2026-02-15,2027-05-30,False
CLT0499,RapidSolutions AS,Enterprise,North America,Retail & E-commerce,MailerSend,AM003,27,Monthly,596852,8.6,2026-04-01,2026-07-04,False
CLT0500,PrimeLogistics Inc,Mid-Market,LATAM,Healthcare,MailerSend,AM004,9,Annual,404650,5.9,2026-06-03,2027-05-30,False
