client_id,platform,product_line,product_hierarchy,destination_country,adoption_date,is_active
CLT0286,MailerSend,SMS,SMS API,United Kingdom,2024-05-17,True
CLT0286,MailerSend,Verification,Data Verification,Ireland,2024-05-14,True
CLT0287,MessageMedia,SMS,SMS API,Sweden,2022-10-29,True
CLT0287,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Norway,2022-12-04,True
CLT0288,Sinch Engage,Email,Email API,Spain,2025-11-10,True
CLT0288,Sinch Engage,SMS,A2P SMS,Spain,2025-12-05,True
CLT0289,MailerSend,Voice,Voice API,Mexico,2024-01-16,True
CLT0289,MailerSend,Verification,2FA SMS,Mexico,2024-02-02,True
CLT0289,MailerSend,SMS,SMS API,Brazil,2024-01-02,True
CLT0289,MailerSend,WhatsApp Business,WhatsApp API,Brazil,2024-01-19,True
CLT0290,MessageMedia,SMS,A2P SMS,Austria,2022-12-06,True
CLT0290,MessageMedia,Voice,Contact Center Voice,Switzerland,2022-12-22,True
CLT0290,MessageMedia,Email,Transactional Email,Germany,2022-12-10,True
CLT0291,Sinch Engage,Voice,Voice API,United States,2021-09-29,True
CLT0291,Sinch Engage,Email,Email API,Canada,2021-11-06,True
CLT0291,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Canada,2021-10-17,True
CLT0291,Sinch Engage,SMS,A2P SMS,Canada,2021-11-13,True
CLT0292,MessageMedia,SMS,A2P SMS,Germany,2025-07-02,True
CLT0293,MessageMedia,Voice,Contact Center Voice,United States,2024-01-23,True
CLT0293,MessageMedia,SMS,P2P SMS,United States,2024-01-22,True
CLT0293,MessageMedia,WhatsApp Business,WhatsApp Business Platform,United States,2024-02-12,True
CLT0293,MessageMedia,Email,Marketing Email,Canada,2024-01-19,True
CLT0294,MailerSend,Voice,Contact Center Voice,Norway,2026-02-22,True
CLT0294,MailerSend,SMS,A2P SMS,Sweden,2026-03-11,True
CLT0295,Sinch Core,SMS,A2P SMS,Ireland,2024-09-20,True
CLT0295,Sinch Core,WhatsApp Business,WhatsApp API,Ireland,2024-10-11,True
CLT0295,Sinch Core,Voice,Voice API,Ireland,2024-10-04,True
CLT0296,Sinch Engage,Email,Email API,France,2025-10-17,True
CLT0297,Sinch Core,Email,Marketing Email,Portugal,2024-12-17,True
CLT0297,Sinch Core,SMS,SMS API,Italy,2024-12-18,True
CLT0297,Sinch Core,Verification,Flash Call Verification,Portugal,2025-01-22,True
CLT0298,MessageMedia,Verification,Data Verification,Norway,2024-06-01,True
CLT0299,MessageMedia,Verification,2FA SMS,Argentina,2025-06-15,True
CLT0299,MessageMedia,SMS,SMS API,Colombia,2025-07-14,True
CLT0300,MessageMedia,Email,Transactional Email,Canada,2025-08-03,True
CLT0300,MessageMedia,SMS,P2P SMS,Canada,2025-08-11,True
CLT0301,Sinch Engage,SMS,P2P SMS,Colombia,2025-12-02,True
CLT0301,Sinch Engage,Verification,Flash Call Verification,Mexico,2025-10-23,True
CLT0302,Sinch Engage,SMS,P2P SMS,United Kingdom,2024-03-28,True
CLT0302,Sinch Engage,Voice,Contact Center Voice,Ireland,2024-04-26,True
CLT0302,Sinch Engage,Verification,Data Verification,United Kingdom,2024-05-05,True
CLT0302,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Ireland,2024-04-01,True
CLT0303,MessageMedia,Verification,Data Verification,Brazil,2022-03-15,True
CLT0303,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Brazil,2022-02-09,True
CLT0303,MessageMedia,SMS,SMS API,Mexico,2022-02-05,True
CLT0303,MessageMedia,Voice,SIP Trunking,Argentina,2022-01-26,True
CLT0304,Sinch Engage,SMS,A2P SMS,Canada,2026-03-30,True
CLT0304,Sinch Engage,Verification,Flash Call Verification,United States,2026-03-25,True
CLT0305,MailerSend,SMS,A2P SMS,Switzerland,2021-12-17,True
CLT0305,MailerSend,Email,Marketing Email,Germany,2022-01-11,True
CLT0306,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Japan,2024-08-24,True
CLT0307,MessageMedia,Email,Marketing Email,India,2024-01-21,True
CLT0307,MessageMedia,SMS,P2P SMS,India,2024-02-05,True
CLT0307,MessageMedia,Verification,Flash Call Verification,Australia,2024-03-16,True
CLT0307,MessageMedia,Voice,Voice API,Australia,2024-03-11,True
CLT0308,Sinch Engage,Voice,Voice API,Portugal,2025-08-01,True
CLT0308,Sinch Engage,SMS,P2P SMS,Spain,2025-07-25,True
CLT0309,MailerSend,SMS,P2P SMS,Germany,2022-04-20,True
CLT0309,MailerSend,WhatsApp Business,WhatsApp API,Germany,2022-05-06,True
CLT0309,MailerSend,Voice,Contact Center Voice,Switzerland,2022-03-29,True
CLT0310,MailerSend,SMS,SMS API,Ireland,2025-09-06,True
CLT0310,MailerSend,Verification,Data Verification,Ireland,2025-07-17,True
CLT0311,MailerSend,Email,Transactional Email,Australia,2024-08-01,True
CLT0311,MailerSend,SMS,A2P SMS,Japan,2024-07-19,True
CLT0312,Sinch Engage,Voice,Voice API,United States,2023-07-12,True
CLT0312,Sinch Engage,SMS,SMS API,United States,2023-07-10,True
CLT0313,MessageMedia,SMS,A2P SMS,United States,2025-08-03,False
CLT0313,MessageMedia,Voice,Contact Center Voice,Canada,2025-07-20,False
CLT0314,MessageMedia,Verification,Data Verification,Germany,2024-08-13,True
CLT0314,MessageMedia,Email,Marketing Email,Switzerland,2024-08-11,True
CLT0314,MessageMedia,SMS,P2P SMS,Switzerland,2024-07-02,True
CLT0315,Sinch Core,Voice,Contact Center Voice,Canada,2025-07-08,True
CLT0315,Sinch Core,SMS,SMS API,Canada,2025-06-11,True
CLT0316,Sinch Engage,Voice,Contact Center Voice,United Kingdom,2024-01-24,True
CLT0316,Sinch Engage,SMS,A2P SMS,United Kingdom,2024-03-14,True
CLT0316,Sinch Engage,Email,Transactional Email,United Kingdom,2024-02-26,True
CLT0316,Sinch Engage,Verification,2FA SMS,United Kingdom,2024-02-07,True
CLT0317,MailerSend,SMS,P2P SMS,Canada,2025-09-29,True
CLT0317,MailerSend,Voice,Voice API,Canada,2025-09-02,True
CLT0318,Sinch Core,Email,Marketing Email,Brazil,2024-02-16,True
CLT0318,Sinch Core,SMS,P2P SMS,Argentina,2024-02-02,True
CLT0318,Sinch Core,Verification,Data Verification,Mexico,2024-03-07,True
CLT0319,MessageMedia,SMS,SMS API,United States,2025-09-23,True
CLT0320,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,United States,2025-02-17,True
CLT0320,Sinch Engage,SMS,P2P SMS,Canada,2025-02-19,True
CLT0320,Sinch Engage,Email,Marketing Email,United States,2025-04-09,True
CLT0321,MessageMedia,Verification,Data Verification,India,2024-04-10,True
CLT0321,MessageMedia,WhatsApp Business,WhatsApp API,Australia,2024-04-24,True
CLT0322,MailerSend,SMS,A2P SMS,Mexico,2024-06-19,True
CLT0322,MailerSend,Verification,Flash Call Verification,Brazil,2024-08-13,True
CLT0322,MailerSend,Email,Marketing Email,Argentina,2024-07-30,True
CLT0323,MailerSend,WhatsApp Business,WhatsApp Business Platform,Colombia,2021-09-22,True
CLT0323,MailerSend,Email,Email API,Colombia,2021-08-23,True
CLT0324,MailerSend,Verification,2FA SMS,Ireland,2024-12-01,True
CLT0324,MailerSend,SMS,P2P SMS,Ireland,2024-11-30,True
CLT0324,MailerSend,Email,Email API,Ireland,2024-10-29,True
CLT0325,Sinch Core,Voice,Contact Center Voice,Japan,2023-11-15,True
CLT0325,Sinch Core,SMS,SMS API,Japan,2023-12-09,True
CLT0325,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Singapore,2023-11-11,True
CLT0325,Sinch Core,Verification,2FA SMS,Singapore,2023-10-20,True
CLT0326,MailerSend,SMS,SMS API,Germany,2023-08-20,True
CLT0326,MailerSend,Voice,SIP Trunking,Austria,2023-08-27,True
CLT0326,MailerSend,WhatsApp Business,WhatsApp Business Platform,Austria,2023-09-01,True
CLT0326,MailerSend,Email,Email API,Switzerland,2023-07-20,True
CLT0327,Sinch Core,Voice,SIP Trunking,France,2023-02-24,True
CLT0327,Sinch Core,SMS,A2P SMS,Spain,2023-02-10,True
CLT0327,Sinch Core,Verification,2FA SMS,Italy,2023-02-04,True
CLT0328,MailerSend,Voice,Voice API,France,2024-02-28,True
CLT0328,MailerSend,SMS,SMS API,Portugal,2024-02-16,True
CLT0329,Sinch Core,SMS,SMS API,Japan,2026-02-02,False
CLT0330,Sinch Engage,Verification,Flash Call Verification,Switzerland,2022-02-25,True
CLT0330,Sinch Engage,SMS,A2P SMS,Switzerland,2021-12-29,True
CLT0330,Sinch Engage,Email,Transactional Email,Austria,2022-01-11,True
CLT0330,Sinch Engage,Voice,Contact Center Voice,Switzerland,2022-01-22,True
CLT0331,Sinch Core,Voice,Contact Center Voice,Mexico,2021-12-29,True
CLT0331,Sinch Core,SMS,SMS API,Mexico,2021-11-28,True
CLT0331,Sinch Core,Verification,2FA SMS,Colombia,2022-01-22,True
CLT0331,Sinch Core,Email,Transactional Email,Colombia,2021-12-25,True
CLT0332,MailerSend,SMS,P2P SMS,Japan,2025-05-16,False
CLT0333,MailerSend,WhatsApp Business,WhatsApp API,Denmark,2023-08-31,True
CLT0333,MailerSend,Verification,Flash Call Verification,Denmark,2023-08-31,True
CLT0333,MailerSend,Voice,Voice API,Finland,2023-09-18,True
CLT0334,Sinch Core,Email,Marketing Email,India,2024-02-18,True
CLT0334,Sinch Core,SMS,A2P SMS,Australia,2024-03-24,True
CLT0335,MessageMedia,SMS,P2P SMS,Canada,2025-07-20,True
CLT0335,MessageMedia,Voice,Voice API,Canada,2025-08-08,True
CLT0336,MailerSend,SMS,A2P SMS,India,2024-01-10,True
CLT0336,MailerSend,WhatsApp Business,WhatsApp Business Platform,Australia,2024-01-04,True
CLT0336,MailerSend,Voice,Contact Center Voice,Japan,2023-12-15,True
CLT0336,MailerSend,Email,Marketing Email,India,2024-01-09,True
CLT0337,MessageMedia,SMS,A2P SMS,Ireland,2024-03-16,True
CLT0337,MessageMedia,Verification,Flash Call Verification,Ireland,2024-03-27,True
CLT0338,MailerSend,Email,Transactional Email,Finland,2024-06-16,True
CLT0338,MailerSend,Verification,2FA SMS,Denmark,2024-07-06,True
CLT0338,MailerSend,SMS,SMS API,Sweden,2024-06-17,True
CLT0339,Sinch Core,Verification,2FA SMS,France,2024-12-29,True
CLT0339,Sinch Core,SMS,A2P SMS,Portugal,2025-01-02,True
CLT0339,Sinch Core,Voice,SIP Trunking,France,2024-11-24,True
CLT0340,MailerSend,Voice,Contact Center Voice,Ireland,2025-10-25,True
CLT0340,MailerSend,SMS,SMS API,United Kingdom,2025-10-20,True
CLT0341,Sinch Core,SMS,SMS API,Norway,2026-03-05,False
CLT0341,Sinch Core,Email,Marketing Email,Finland,2026-02-16,False
CLT0342,MessageMedia,SMS,A2P SMS,Brazil,2026-02-27,True
CLT0342,MessageMedia,Email,Transactional Email,Mexico,2026-02-26,True
CLT0343,MessageMedia,Verification,2FA SMS,Austria,2023-09-05,True
CLT0343,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Switzerland,2023-09-10,True
CLT0343,MessageMedia,Voice,Voice API,Austria,2023-09-21,True
CLT0343,MessageMedia,SMS,P2P SMS,Austria,2023-09-30,True
CLT0344,MailerSend,WhatsApp Business,WhatsApp API,Norway,2024-07-28,True
CLT0344,MailerSend,SMS,A2P SMS,Sweden,2024-08-26,True
CLT0345,Sinch Core,Verification,2FA SMS,Switzerland,2024-03-16,True
CLT0345,Sinch Core,WhatsApp Business,WhatsApp API,Switzerland,2024-03-02,True
CLT0345,Sinch Core,Voice,Contact Center Voice,Germany,2024-03-07,True
CLT0346,Sinch Engage,Email,Transactional Email,Mexico,2025-03-04,True
CLT0346,Sinch Engage,SMS,P2P SMS,Colombia,2025-03-09,True
CLT0347,MessageMedia,Voice,SIP Trunking,Mexico,2025-12-05,True
CLT0348,MailerSend,Voice,Contact Center Voice,Norway,2023-11-28,True
CLT0348,MailerSend,WhatsApp Business,WhatsApp API,Finland,2023-11-26,True
CLT0349,MailerSend,Voice,Contact Center Voice,Canada,2024-07-11,False
CLT0349,MailerSend,SMS,A2P SMS,Canada,2024-06-27,False
CLT0349,MailerSend,Verification,Flash Call Verification,Canada,2024-05-15,False
CLT0350,Sinch Core,Email,Transactional Email,United States,2023-11-06,False
CLT0350,Sinch Core,Verification,2FA SMS,Canada,2023-11-14,False
CLT0350,Sinch Core,SMS,A2P SMS,Canada,2023-10-30,False
CLT0350,Sinch Core,Voice,SIP Trunking,United States,2023-09-20,False
CLT0351,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Singapore,2024-11-18,True
CLT0351,Sinch Core,Email,Marketing Email,Australia,2024-12-04,True
CLT0351,Sinch Core,SMS,SMS API,Japan,2024-12-11,True
CLT0352,MailerSend,Verification,Data Verification,Ireland,2025-02-20,True
CLT0352,MailerSend,Voice,Voice API,Ireland,2025-02-28,True
CLT0352,MailerSend,SMS,A2P SMS,Ireland,2025-03-04,True
CLT0353,MessageMedia,SMS,SMS API,Spain,2025-02-22,True
CLT0353,MessageMedia,Voice,Voice API,Italy,2025-03-04,True
CLT0354,MailerSend,SMS,A2P SMS,Denmark,2025-11-02,True
CLT0355,MessageMedia,SMS,A2P SMS,Norway,2025-03-07,True
CLT0355,MessageMedia,Email,Transactional Email,Norway,2025-04-02,True
CLT0355,MessageMedia,Verification,Flash Call Verification,Denmark,2025-03-06,True
CLT0356,MailerSend,SMS,SMS API,Brazil,2023-09-03,True
CLT0356,MailerSend,Verification,Flash Call Verification,Argentina,2023-10-14,True
CLT0356,MailerSend,Voice,SIP Trunking,Brazil,2023-09-15,True
CLT0356,MailerSend,WhatsApp Business,WhatsApp API,Colombia,2023-09-10,True
CLT0357,Sinch Core,Verification,Flash Call Verification,Australia,2025-10-05,True
CLT0357,Sinch Core,SMS,SMS API,India,2025-09-25,True
CLT0358,Sinch Core,Voice,Voice API,Switzerland,2024-07-16,True
CLT0358,Sinch Core,SMS,P2P SMS,Austria,2024-07-09,True
CLT0358,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Austria,2024-07-06,True
CLT0359,Sinch Core,Email,Transactional Email,Italy,2025-04-04,True
CLT0360,MailerSend,SMS,P2P SMS,United States,2023-06-26,True
CLT0360,MailerSend,Email,Marketing Email,Canada,2023-07-05,True
CLT0361,Sinch Core,Email,Transactional Email,Spain,2026-01-21,False
CLT0361,Sinch Core,SMS,SMS API,France,2026-01-20,False
CLT0362,MessageMedia,Voice,SIP Trunking,United Kingdom,2025-08-09,True
CLT0362,MessageMedia,SMS,P2P SMS,United Kingdom,2025-08-13,True
CLT0363,Sinch Engage,Email,Email API,Germany,2024-09-05,True
CLT0363,Sinch Engage,Verification,Data Verification,Switzerland,2024-08-21,True
CLT0363,Sinch Engage,SMS,SMS API,Austria,2024-08-20,True
CLT0364,Sinch Core,SMS,P2P SMS,Denmark,2021-05-04,True
CLT0364,Sinch Core,Verification,Flash Call Verification,Sweden,2021-06-27,True
CLT0365,Sinch Engage,Voice,Voice API,United States,2025-03-25,True
CLT0365,Sinch Engage,SMS,SMS API,United States,2025-02-27,True
CLT0365,Sinch Engage,Verification,Data Verification,Canada,2025-02-22,True
CLT0366,MailerSend,WhatsApp Business,WhatsApp Business Platform,Austria,2025-02-25,True
CLT0366,MailerSend,SMS,P2P SMS,Switzerland,2025-02-26,True
CLT0366,MailerSend,Email,Email API,Austria,2025-01-19,True
CLT0367,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Germany,2024-11-18,False
CLT0368,MessageMedia,Email,Marketing Email,Ireland,2025-05-29,False
CLT0368,MessageMedia,SMS,A2P SMS,United Kingdom,2025-04-18,False
CLT0369,Sinch Engage,SMS,SMS API,Colombia,2025-04-29,True
CLT0370,Sinch Core,Verification,Flash Call Verification,United States,2023-08-06,True
CLT0370,Sinch Core,Voice,Voice API,United States,2023-09-09,True
CLT0371,MessageMedia,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2025-01-04,True
CLT0371,MessageMedia,Email,Email API,United Kingdom,2024-11-23,True
CLT0371,MessageMedia,SMS,SMS API,Ireland,2025-01-04,True
CLT0372,MailerSend,Email,Email API,United Kingdom,2022-02-26,True
CLT0372,MailerSend,Verification,2FA SMS,United Kingdom,2022-04-11,True
CLT0372,MailerSend,Voice,SIP Trunking,United Kingdom,2022-04-17,True
CLT0372,MailerSend,SMS,A2P SMS,United Kingdom,2022-03-07,True
CLT0373,Sinch Core,Email,Transactional Email,Portugal,2023-09-10,True
CLT0373,Sinch Core,SMS,SMS API,Portugal,2023-07-23,True
CLT0373,Sinch Core,Voice,Voice API,France,2023-08-30,True
CLT0373,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Italy,2023-09-09,True
CLT0374,MailerSend,Voice,Voice API,Spain,2023-10-26,True
CLT0374,MailerSend,SMS,A2P SMS,France,2023-11-13,True
CLT0375,MailerSend,SMS,A2P SMS,Norway,2025-06-09,True
CLT0375,MailerSend,Email,Transactional Email,Finland,2025-05-26,True
CLT0376,Sinch Engage,Verification,Flash Call Verification,Denmark,2025-12-25,False
CLT0376,Sinch Engage,SMS,A2P SMS,Finland,2025-12-08,False
CLT0377,MessageMedia,SMS,P2P SMS,Sweden,2026-03-26,True
CLT0377,MessageMedia,Verification,2FA SMS,Denmark,2026-03-30,True
CLT0378,MailerSend,Verification,2FA SMS,Germany,2024-05-22,True
CLT0378,MailerSend,Email,Transactional Email,Germany,2024-05-07,True
CLT0378,MailerSend,SMS,A2P SMS,Switzerland,2024-05-18,True
CLT0379,Sinch Core,Email,Email API,Germany,2025-02-12,True
CLT0379,Sinch Core,SMS,SMS API,Austria,2025-01-27,True
CLT0379,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Germany,2025-02-17,True
CLT0380,Sinch Engage,SMS,SMS API,Colombia,2025-07-16,False
CLT0380,Sinch Engage,Email,Email API,Brazil,2025-06-18,False
CLT0381,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Portugal,2023-10-09,True
CLT0381,Sinch Engage,Verification,Flash Call Verification,Portugal,2023-09-02,True
CLT0382,Sinch Engage,Email,Email API,Colombia,2025-08-11,True
CLT0383,Sinch Engage,WhatsApp Business,WhatsApp API,Austria,2025-01-29,True
CLT0383,Sinch Engage,Email,Marketing Email,Austria,2025-01-20,True
CLT0384,Sinch Engage,SMS,SMS API,Switzerland,2025-11-10,True
CLT0384,Sinch Engage,Voice,Contact Center Voice,Germany,2025-11-15,True
CLT0385,MailerSend,Email,Marketing Email,Switzerland,2026-03-10,True
CLT0385,MailerSend,SMS,P2P SMS,Switzerland,2026-03-02,True
CLT0386,Sinch Engage,Email,Marketing Email,Switzerland,2024-06-09,True
CLT0386,Sinch Engage,SMS,SMS API,Switzerland,2024-05-19,True
CLT0387,Sinch Core,Email,Transactional Email,Australia,2024-09-19,False
CLT0387,Sinch Core,SMS,A2P SMS,Australia,2024-08-19,False
CLT0387,Sinch Core,Verification,Flash Call Verification,India,2024-09-07,False
CLT0388,Sinch Engage,Verification,Flash Call Verification,Italy,2023-02-26,True
CLT0388,Sinch Engage,Email,Marketing Email,Italy,2023-03-23,True
CLT0388,Sinch Engage,Voice,Contact Center Voice,Portugal,2023-02-21,True
CLT0389,Sinch Engage,Voice,Voice API,Mexico,2024-05-28,True
CLT0389,Sinch Engage,WhatsApp Business,WhatsApp API,Mexico,2024-05-31,True
CLT0389,Sinch Engage,SMS,P2P SMS,Brazil,2024-05-29,True
CLT0390,MailerSend,SMS,P2P SMS,Brazil,2026-02-01,True
CLT0390,MailerSend,Voice,Contact Center Voice,Brazil,2025-12-29,True
CLT0391,Sinch Core,SMS,A2P SMS,Singapore,2025-07-30,True
CLT0391,Sinch Core,Verification,2FA SMS,Japan,2025-08-03,True
CLT0392,MessageMedia,WhatsApp Business,WhatsApp API,United Kingdom,2023-11-29,True
CLT0392,MessageMedia,Verification,Flash Call Verification,United Kingdom,2023-11-30,True
CLT0393,Sinch Engage,SMS,P2P SMS,Canada,2024-11-15,True
CLT0393,Sinch Engage,Verification,Flash Call Verification,United States,2024-10-22,True
CLT0393,Sinch Engage,Voice,SIP Trunking,United States,2024-12-04,True
CLT0394,MailerSend,Voice,Contact Center Voice,Italy,2025-04-22,True
CLT0394,MailerSend,SMS,SMS API,Spain,2025-05-30,True
CLT0395,Sinch Core,Verification,Data Verification,Austria,2026-02-04,True
CLT0395,Sinch Core,SMS,SMS API,Austria,2026-02-19,True
CLT0396,Sinch Engage,SMS,SMS API,Ireland,2025-10-23,True
CLT0396,Sinch Engage,Verification,2FA SMS,United Kingdom,2025-10-20,True
CLT0397,Sinch Core,Voice,SIP Trunking,United States,2022-09-14,True
CLT0397,Sinch Core,SMS,A2P SMS,United States,2022-09-28,True
CLT0397,Sinch Core,Email,Email API,United States,2022-09-18,True
CLT0397,Sinch Core,Verification,Data Verification,Canada,2022-09-24,True
CLT0398,Sinch Engage,Voice,Voice API,France,2023-10-27,True
CLT0398,Sinch Engage,Verification,Data Verification,Italy,2023-11-20,True
CLT0398,Sinch Engage,SMS,P2P SMS,Spain,2023-12-11,True
CLT0398,Sinch Engage,WhatsApp Business,WhatsApp API,France,2023-11-24,True
CLT0399,MailerSend,Voice,SIP Trunking,Sweden,2025-06-29,True
CLT0399,MailerSend,SMS,A2P SMS,Sweden,2025-06-26,True
CLT0400,MessageMedia,Verification,Data Verification,Australia,2024-09-13,True
CLT0400,MessageMedia,Email,Transactional Email,Australia,2024-10-25,True
CLT0400,MessageMedia,SMS,SMS API,Australia,2024-10-06,True
CLT0401,Sinch Core,SMS,A2P SMS,France,2025-12-03,False
CLT0401,Sinch Core,Email,Transactional Email,France,2025-10-07,False
CLT0402,MessageMedia,SMS,SMS API,Colombia,2023-10-06,True
CLT0402,MessageMedia,Voice,SIP Trunking,Colombia,2023-09-02,True
CLT0403,MailerSend,Voice,Contact Center Voice,United Kingdom,2023-04-19,True
CLT0403,MailerSend,Verification,Data Verification,United Kingdom,2023-03-31,True
CLT0403,MailerSend,Email,Transactional Email,Ireland,2023-04-14,True
CLT0404,MailerSend,Voice,Voice API,India,2023-10-05,False
CLT0404,MailerSend,WhatsApp Business,WhatsApp API,Australia,2023-09-22,False
CLT0404,MailerSend,Verification,Data Verification,Japan,2023-11-03,False
CLT0405,MailerSend,SMS,P2P SMS,Japan,2021-09-08,True
CLT0405,MailerSend,Voice,SIP Trunking,Singapore,2021-10-10,True
CLT0405,MailerSend,Verification,Data Verification,India,2021-09-04,True
CLT0406,Sinch Core,Verification,Data Verification,Sweden,2022-10-15,True
CLT0406,Sinch Core,Voice,Voice API,Finland,2022-10-17,True
CLT0407,Sinch Core,Verification,Flash Call Verification,United States,2024-11-06,True
CLT0407,Sinch Core,Voice,SIP Trunking,Canada,2024-12-05,True
CLT0408,Sinch Engage,Voice,Voice API,Austria,2024-07-10,True
CLT0408,Sinch Engage,Verification,Data Verification,Austria,2024-06-21,True
CLT0408,Sinch Engage,SMS,A2P SMS,Germany,2024-07-10,True
CLT0409,MessageMedia,Verification,Flash Call Verification,Ireland,2024-12-25,True
CLT0409,MessageMedia,Voice,Contact Center Voice,United Kingdom,2024-11-12,True
CLT0409,MessageMedia,SMS,A2P SMS,Ireland,2024-12-05,True
CLT0410,Sinch Engage,SMS,P2P SMS,Austria,2025-10-12,True
CLT0411,Sinch Core,Email,Marketing Email,Ireland,2025-02-16,True
CLT0411,Sinch Core,SMS,P2P SMS,Ireland,2025-03-06,True
CLT0411,Sinch Core,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2025-02-23,True
CLT0412,Sinch Core,Verification,Data Verification,Switzerland,2023-12-25,True
CLT0412,Sinch Core,WhatsApp Business,WhatsApp API,Germany,2024-02-06,True
CLT0412,Sinch Core,Voice,SIP Trunking,Germany,2024-01-22,True
CLT0412,Sinch Core,SMS,SMS API,Germany,2024-01-21,True
CLT0413,MessageMedia,Verification,Flash Call Verification,Sweden,2025-08-26,True
CLT0413,MessageMedia,SMS,P2P SMS,Finland,2025-09-08,True
CLT0414,Sinch Core,SMS,A2P SMS,United Kingdom,2024-09-07,True
CLT0414,Sinch Core,Verification,Data Verification,Ireland,2024-09-06,True
CLT0414,Sinch Core,Voice,SIP Trunking,Ireland,2024-08-31,True
CLT0415,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Ireland,2024-08-05,True
CLT0415,Sinch Engage,Email,Transactional Email,Ireland,2024-07-30,True
CLT0415,Sinch Engage,SMS,A2P SMS,Ireland,2024-08-26,True
CLT0416,MessageMedia,Verification,Flash Call Verification,Italy,2026-04-26,False
CLT0417,Sinch Engage,WhatsApp Business,WhatsApp API,Colombia,2024-02-16,False
CLT0417,Sinch Engage,Verification,Flash Call Verification,Mexico,2024-03-16,False
CLT0417,Sinch Engage,Voice,Voice API,Brazil,2024-04-02,False
CLT0418,Sinch Engage,WhatsApp Business,WhatsApp API,Germany,2021-11-18,True
CLT0418,Sinch Engage,SMS,P2P SMS,Germany,2021-11-02,True
CLT0418,Sinch Engage,Verification,Flash Call Verification,Switzerland,2021-10-03,True
CLT0418,Sinch Engage,Voice,SIP Trunking,Austria,2021-10-03,True
CLT0419,MessageMedia,SMS,SMS API,Singapore,2025-07-12,True
CLT0419,MessageMedia,Verification,2FA SMS,Australia,2025-07-16,True
CLT0420,Sinch Engage,SMS,P2P SMS,Japan,2024-06-04,True
CLT0421,MailerSend,SMS,SMS API,Norway,2023-01-07,True
CLT0421,MailerSend,Voice,Contact Center Voice,Denmark,2023-01-24,True
CLT0421,MailerSend,Verification,Data Verification,Finland,2023-01-15,True
CLT0421,MailerSend,WhatsApp Business,WhatsApp API,Norway,2023-01-16,True
CLT0422,MessageMedia,Verification,2FA SMS,Finland,2022-10-14,True
CLT0422,MessageMedia,Voice,Voice API,Denmark,2022-09-22,True
CLT0423,Sinch Engage,Verification,Flash Call Verification,United Kingdom,2023-07-20,True
CLT0423,Sinch Engage,SMS,SMS API,United Kingdom,2023-08-21,True
CLT0424,Sinch Core,Email,Marketing Email,United States,2024-08-29,True
CLT0425,Sinch Engage,Verification,2FA SMS,Spain,2022-02-12,True
CLT0425,Sinch Engage,SMS,P2P SMS,France,2022-02-03,True
CLT0425,Sinch Engage,Voice,Voice API,France,2022-03-08,True
CLT0425,Sinch Engage,Email,Email API,Spain,2022-02-03,True
CLT0426,MailerSend,SMS,P2P SMS,Singapore,2024-12-15,True
CLT0426,MailerSend,WhatsApp Business,WhatsApp Business Platform,India,2024-11-18,True
CLT0426,MailerSend,Email,Email API,Singapore,2024-11-23,True
CLT0427,Sinch Engage,Email,Marketing Email,Denmark,2025-06-12,True
CLT0427,Sinch Engage,SMS,A2P SMS,Norway,2025-06-04,True
CLT0428,MailerSend,Verification,Flash Call Verification,India,2024-11-17,True
CLT0428,MailerSend,Voice,Contact Center Voice,Australia,2024-12-23,True
CLT0428,MailerSend,SMS,A2P SMS,Australia,2024-11-20,True
CLT0429,MessageMedia,SMS,SMS API,Argentina,2024-07-15,True
CLT0429,MessageMedia,Verification,2FA SMS,Brazil,2024-08-12,True
CLT0430,Sinch Core,Verification,Data Verification,Finland,2024-09-24,True
CLT0430,Sinch Core,SMS,A2P SMS,Finland,2024-09-28,True
CLT0430,Sinch Core,Email,Email API,Sweden,2024-09-18,True
CLT0431,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Portugal,2025-02-19,True
CLT0432,Sinch Engage,Voice,Voice API,Singapore,2023-01-19,True
CLT0432,Sinch Engage,SMS,P2P SMS,Singapore,2022-12-26,True
CLT0432,Sinch Engage,Verification,Flash Call Verification,India,2022-12-29,True
CLT0432,Sinch Engage,WhatsApp Business,WhatsApp API,India,2023-02-20,True
CLT0433,Sinch Engage,SMS,A2P SMS,Austria,2024-06-24,True
